movieID,Movie,Watched,ReleaseDate,Popularity,Genre,Synopsis,Director,IMDB_Rating,Poster,ID,IMDB_ID,IMDB_Page
365,Despicable Me,checked,2010-07-08,34,"Animation,Family","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",,,https://image.tmdb.org/t/p/original//wqtH95Ri9Au2euC4p86lLoFCJQk.jpg,20352,,
366,Iron Man 2,checked,2010-04-28,33.578,"Action,Adventure,Science Fiction","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",,,https://image.tmdb.org/t/p/original//6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,10138,,
367,How to Train Your Dragon,checked,2010-03-10,29.633,"Adventure,Animation,Fantasy,Family","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",,,https://image.tmdb.org/t/p/original//ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,10191,,
368,Black Swan,checked,2010-12-03,27.636,"Drama,Horror,Thriller",A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,,,https://image.tmdb.org/t/p/original//rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,44214,,
369,The Social Network,checked,2010-10-01,27.282,Drama,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",,,https://image.tmdb.org/t/p/original//n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,37799,,
370,Kick-Ass,checked,2010-03-22,25.923,"Action,Crime","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",,,https://image.tmdb.org/t/p/original//2b3nofmXDfdn7bsM6zS9Upsa832.jpg,23483,,
371,TRON: Legacy,checked,2010-12-10,24.966,"Action,Adventure,Science Fiction","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",,,https://image.tmdb.org/t/p/original//okpodI7zyPwWsAm2yF5yva6Ea5h.jpg,20526,,
372,The King's Speech,checked,2010-09-06,24.245,"Drama,History","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",,,https://image.tmdb.org/t/p/original//uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,45269,,
373,Alice in Wonderland,checked,2010-03-03,24.077,"Adventure,Fantasy,Family","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",,,https://image.tmdb.org/t/p/original//o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,12155,,
374,Harry Potter and the Deathly Hallows: Part 2,checked,2011-07-07,51.173,"Adventure,Fantasy","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",,,https://image.tmdb.org/t/p/original//da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg,12445,,
375,Thor,checked,2011-04-21,43.237,"Action,Adventure,Fantasy","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",,,https://image.tmdb.org/t/p/original//prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,10195,,
376,Pirates of the Caribbean: On Stranger Tides,checked,2011-05-14,39.139,"Action,Adventure,Fantasy","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",,,https://image.tmdb.org/t/p/original//keGfSvCmYj7CvdRx36OdVrAEibE.jpg,1865,,
377,Mission: Impossible - Ghost Protocol,checked,2011-12-07,37.571,"Action,Adventure,Thriller","Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",,,https://image.tmdb.org/t/p/original//7GCKNRbzcA4rJXAKoE8KS9IDnZP.jpg,56292,,
378,The Girl with the Dragon Tattoo,checked,2011-12-14,32.531,"Thriller,Crime,Mystery,Drama","This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",,,https://image.tmdb.org/t/p/original//vbLedKc1BUF4FOH1GyHW62FulCc.jpg,65754,,
379,The Hangover Part II,checked,2011-05-25,29.67,Comedy,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",,,https://image.tmdb.org/t/p/original//cKZu0Fdkj7dmwbfMpgDqVVCkLJQ.jpg,45243,,
380,Source Code,checked,2011-03-30,29.05,"Mystery,Science Fiction,Thriller","Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time.",,,https://image.tmdb.org/t/p/original//AtQDTlj3MFOXJd5C9OopaRo3rRo.jpg,45612,,
381,Drive,checked,2011-08-06,26.954,"Crime,Drama,Thriller","Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",,,https://image.tmdb.org/t/p/original//602vevIURmpDfzbnv5Ubi6wIkQm.jpg,64690,,
382,Rise of the Planet of the Apes,checked,2011-08-03,26.242,"Action,Drama,Science Fiction,Thriller","Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",,,https://image.tmdb.org/t/p/original//cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,61791,,
383,Moneyball,checked,2011-09-22,25.377,Drama,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",,,https://image.tmdb.org/t/p/original//4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,60308,,
384,Sherlock Holmes: A Game of Shadows,checked,2011-11-22,24.123,"Action,Adventure,Crime,Mystery","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",,,https://image.tmdb.org/t/p/original//y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg,58574,,
385,Captain America: The First Avenger,checked,2011-07-22,24.034,"Action,Adventure,Science Fiction","During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",,,https://image.tmdb.org/t/p/original//vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,1771,,
386,The Avengers,checked,2012-04-25,57.679,"Action,Adventure,Science Fiction","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",,,https://image.tmdb.org/t/p/original//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,24428,,
387,Django Unchained,checked,2012-12-25,42.773,"Drama,Western","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",,,https://image.tmdb.org/t/p/original//7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,68718,,
388,Brave,checked,2012-06-21,42.25,"Action,Adventure,Animation,Comedy,Fantasy,Family","Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",,,https://image.tmdb.org/t/p/original//fg57nIBn2xQw8JZKIX6AzMa3pEp.jpg,62177,,
389,Skyfall,checked,2012-10-25,40.393,"Action,Adventure,Thriller","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",,,https://image.tmdb.org/t/p/original//i3pzXFFLePz5hro9uaVk0E4ZPAO.jpg,37724,,
390,The Hobbit: An Unexpected Journey,checked,2012-11-26,37.908,"Action,Adventure,Fantasy","Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",,,https://image.tmdb.org/t/p/original//yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,49051,,
391,The Amazing Spider-Man,checked,2012-06-23,37.017,"Action,Adventure,Fantasy","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",,,https://image.tmdb.org/t/p/original//jIfkQNARYyERqRAq1p1c8xgePp4.jpg,1930,,
392,Prometheus,checked,2012-05-30,33.602,"Adventure,Mystery,Science Fiction","A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",,,https://image.tmdb.org/t/p/original//qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,70981,,
393,Men in Black 3,checked,2012-05-23,32.121,"Action,Comedy,Science Fiction","Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",,,https://image.tmdb.org/t/p/original//e7kebbtwqzqam6l11aQNl7lXMs0.jpg,41154,,
394,Wreck-It Ralph,checked,2012-11-01,31.918,"Adventure,Animation,Comedy,Family","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",,,https://image.tmdb.org/t/p/original//j8M1kHBAXa6KFNzGnWtdsVsLUro.jpg,82690,,
395,The Dark Knight Rises,checked,2012-07-16,31.232,"Action,Crime,Drama,Thriller","Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",,,https://image.tmdb.org/t/p/original//85cWkCVftiVs0BVey6pxX8uNmLt.jpg,49026,,
396,Ted,checked,2012-06-29,27.395,"Comedy,Fantasy","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",,,https://image.tmdb.org/t/p/original//rf6k1sjGSVavqLhwyYoKeOuExez.jpg,72105,,
397,Ice Age: Continental Drift,checked,2012-06-26,27.275,"Adventure,Animation,Comedy,Family","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",,,https://image.tmdb.org/t/p/original//yOfD2eO44xnKR63nJpoktCX6cUW.jpg,57800,,
398,Frozen,checked,2013-11-27,49.345,"Adventure,Animation,Family","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",,,https://image.tmdb.org/t/p/original//kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,109445,,
399,The Wolf of Wall Street,checked,2013-12-25,43.338,"Comedy,Crime,Drama","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",,,https://image.tmdb.org/t/p/original//sOxr33wnRuKazR9ClHek73T8qnK.jpg,106646,,
400,Man of Steel,checked,2013-06-12,39.983,"Action,Adventure,Fantasy,Science Fiction","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",,,https://image.tmdb.org/t/p/original//7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg,49521,,
401,Thor: The Dark World,checked,2013-10-29,35.711,"Action,Adventure,Fantasy","Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",,,https://image.tmdb.org/t/p/original//wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,76338,,
402,Despicable Me 2,checked,2013-06-25,35.646,"Animation,Comedy,Family",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,,,https://image.tmdb.org/t/p/original//zhNirNChLkDv9YCEStn857h7BoI.jpg,93456,,
403,Iron Man 3,checked,2013-04-18,33.954,"Action,Adventure,Science Fiction","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",,,https://image.tmdb.org/t/p/original//qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,68721,,
404,Oblivion,checked,2013-04-10,31.353,"Action,Adventure,Mystery,Science Fiction","Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",,,https://image.tmdb.org/t/p/original//2ncs7hqBsEjFMqt6Y7ShBCO9tWs.jpg,75612,,
405,Gravity,checked,2013-10-03,30.996,"Drama,Science Fiction,Thriller","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",,,https://image.tmdb.org/t/p/original//nGdGlz45Vt2dJiX2AljerQDSwIM.jpg,49047,,
406,Snowpiercer,checked,2013-08-01,28.677,"Action,Drama,Science Fiction","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",,,https://image.tmdb.org/t/p/original//9JPx09Rr0Txq2eSQfjq1DEBR5cx.jpg,110415,,
407,Prisoners,checked,2013-09-18,28.478,"Crime,Drama,Thriller","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",,,https://image.tmdb.org/t/p/original//uhviyknTT5cEQXbn6vWIqfM4vGm.jpg,146233,,
408,Elysium,checked,2013-08-07,25.709,"Action,Drama,Science Fiction,Thriller","In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",,,https://image.tmdb.org/t/p/original//6hVMt55kzUHvxnc5lduqXyMh8VP.jpg,68724,,
409,The Hunger Games: Catching Fire,checked,2013-11-15,24.666,"Adventure,Action,Science Fiction","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",,,https://image.tmdb.org/t/p/original//7c1JtraYsjMMnk8Md0IMoyRzqZJ.jpg,101299,,
410,The Hobbit: The Battle of the Five Armies,checked,2014-12-10,68.394,"Action,Adventure,Fantasy","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",,,https://image.tmdb.org/t/p/original//xT98tLqatZPQApyRmlPL12LtiWp.jpg,122917,,
411,Interstellar,checked,2014-11-05,58.061,"Adventure,Drama,Science Fiction",Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,,,https://image.tmdb.org/t/p/original//gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,157336,,
412,The Hunger Games: Mockingjay - Part 1,checked,2014-11-19,57.506,"Adventure,Science Fiction,Thriller",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,,,https://image.tmdb.org/t/p/original//4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,131631,,
413,Gone Girl,checked,2014-10-01,57.702,"Drama,Mystery,Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",,,https://image.tmdb.org/t/p/original//tQf4DUygWo64AOuqgk4jEDCE3Ws.jpg,210577,,
414,Big Hero 6,checked,2014-10-24,55.613,"Action,Adventure,Animation,Comedy,Family","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",,,https://image.tmdb.org/t/p/original//xozrGME58olN1xBhtxmjpOoY0jH.jpg,177572,,
415,The Equalizer,checked,2014-09-24,49.157,"Thriller,Action,Crime","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",,,https://image.tmdb.org/t/p/original//5tb6sejph4zJKC1vrkwPiA2EjXZ.jpg,156022,,
416,Whiplash,checked,2014-10-10,36.75,"Drama,Music","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",,,https://image.tmdb.org/t/p/original//qq8xf2SQqHifUUyc0k6Hj1065f1.jpg,244786,,
417,Fury,checked,2014-10-15,47.581,"Action,Drama,War","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",,,https://image.tmdb.org/t/p/original//pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,228150,,
418,The Imitation Game,checked,2014-11-14,39.479,"Drama,History,Thriller,War","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",,,https://image.tmdb.org/t/p/original//lLZxUpNnLHklJ7IA75CbjfE0xra.jpg,205596,,
419,Nightcrawler,checked,2014-10-23,44.572,"Crime,Drama,Thriller","When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",,,https://image.tmdb.org/t/p/original//j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,242582,,
420,Transformers: Age of Extinction,checked,2014-06-25,34.192,"Action,Adventure,Science Fiction","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",,,https://image.tmdb.org/t/p/original//54HFDOswRfShCr25Tvt7JaLiIaf.jpg,91314,,
421,Edge of Tomorrow,checked,2014-05-27,33.588,"Action,Science Fiction","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",,,https://image.tmdb.org/t/p/original//uUHvlkLavotfGsNtosDy8ShsIYF.jpg,137113,,
422,Birdman or (The Unexpected Virtue of Ignorance),checked,2014-08-27,35.35,"Comedy,Drama","A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",,,https://image.tmdb.org/t/p/original//lvWL5ZRlYFh7M7fOvYswcRqyprI.jpg,194662,,
423,Penguins of Madagascar,checked,2014-11-22,33.811,"Adventure,Animation,Comedy,Family","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",,,https://image.tmdb.org/t/p/original//gbtwoYMWlG0HZe7sDaTOoijtXCu.jpg,270946,,
424,Terminator Genisys,checked,2015-06-23,56.392,"Action,Adventure,Science Fiction,Thriller","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",,,https://image.tmdb.org/t/p/original//oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,87101,,
425,Avengers: Age of Ultron,checked,2015-04-22,52.41,"Action,Adventure,Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",,,https://image.tmdb.org/t/p/original//4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,99861,,
426,Inside Out,checked,2015-06-09,48.959,"Animation,Comedy,Drama,Family","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",,,https://image.tmdb.org/t/p/original//lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg,150540,,
427,Jupiter Ascending,checked,2015-02-04,46.104,"Action,Adventure,Fantasy,Science Fiction","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",,,https://image.tmdb.org/t/p/original//mb4zAOosaO9tHyH1n7g0634moK0.jpg,76757,,
428,Chappie,checked,2015-03-04,43.149,"Action,Crime,Science Fiction","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",,,https://image.tmdb.org/t/p/original//18IydtBgq8aJZpbP6NxCAGjHhae.jpg,198184,,
429,Jurassic World,checked,2015-06-06,42.808,"Action,Adventure,Science Fiction,Thriller","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",,,https://image.tmdb.org/t/p/original//2c0ajTi8nvrsYl5Oi1lVi6F0kd2.jpg,135397,,
430,Ant-Man,checked,2015-07-14,39.871,"Action,Adventure,Science Fiction","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",,,https://image.tmdb.org/t/p/original//fddtVEUozxvLmehR5yGZjem44pD.jpg,102899,,
