tvshowID,TVShow,Watched,ReleaseDate,Popularity,CountryOfOrigin,Genre,Creator,Synopsis,Poster,ID,WikipediaPage
70,Animaniacs,checked,1993-09-13,28.328,US,"Animation,Comedy,Family",,"The two Warner Brothers Yakko and Wakko and their Warner sister Dot had been (supposedly) created in the 1930's, but their cartoons were too screwy for the general public to handle. The three Warners were locked up in the studio water tower until they escaped in the 90's. There, they run wild, causing chaos everywhere!",https://image.tmdb.org/t/p/original//dogDczOsEFxCxArsva78Tv8w1ch.jpg,82,
71,Lois & Clark: The New Adventures of Superman,checked,1993-09-12,28.017,US,"Comedy,Drama,Action & Adventure,Sci-Fi & Fantasy",,"A much more lavish version of the popular Superman television series which had first aired forty years earlier, Lois & Clark focused more on the Man of Steel's early adult years in Metropolis. With the unknowing help of Lois Lane, Clark Kent created Superman there in Metropolis after finding work at the world-famous Daily Planet newspaper, where he meets fellow reporter Lois Lane.",https://image.tmdb.org/t/p/original//1LbPs6i1h4BKjVUwK5S9GjPCydi.jpg,4515,
72,Diagnosis: Murder,checked,1993-10-29,22.989,US,Drama,,"Dr. Mark Sloan is a good-natured, offbeat physician who is called upon to solve murders.",https://image.tmdb.org/t/p/original//12qH7f0U2B0C8995J3iWk40Y50B.jpg,2625,
73,seaQuest DSV,checked,1993-09-12,20.294,US,"Action & Adventure,Sci-Fi & Fantasy",,"In the early 21st century, mankind has colonized the oceans. The United Earth Oceans Organization enlists Captain Nathan Bridger and the submarine seaQuest DSV to keep the peace and explore the last frontier on Earth.",https://image.tmdb.org/t/p/original//kOMhrTlSUkhv8EGn4LBioAQuAwM.jpg,2289,
74,Friends,checked,1994-09-22,102.316,US,"Comedy,Drama",,"The misadventures of a group of friends as they navigate the pitfalls of work, life and love in Manhattan.",https://image.tmdb.org/t/p/original//f496cm9enuEsZkSPzCwnTESEK5s.jpg,1668,
75,Babylon 5,checked,1994-01-26,31.774,US,"Drama,Sci-Fi & Fantasy",,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, it's goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",https://image.tmdb.org/t/p/original//rj87TqwabgJzslrH4G6BCDseBKV.jpg,3137,
76,Spider-Man,checked,1994-11-19,23.503,US,"Animation,Action & Adventure",,"Spider-Man, also known as Spider-Man: The Animated Series, was an American animated television series based on the Marvel Comics superhero, Spider-Man. The show ran on Fox Kids from November 19, 1994, to January 31, 1998. The producer/story editor was John Semper, Jr. and the production company was Marvel Films Animation. The instrumental theme song for the series was performed by Joe Perry of Aerosmith. Reruns can currently be seen for free at Marvel.com.",https://image.tmdb.org/t/p/original//pIBuyai7QtNVZuLEn3eeQiyb50C.jpg,888,
77,Party of Five,checked,1994-09-12,22.376,US,Drama,,Five brothers and sisters are determined to stay together following the tragic loss of their parents.,https://image.tmdb.org/t/p/original//oKLQXq5B7vm0VtSBwQw39Hr47sV.jpg,4266,
78,Due South,checked,1994-09-22,16.36,CA,Action & Adventure,,"Constable Benton Fraser, an officer of the Royal Canadian Mounted Police, is attached to the Canadian consulate but works with Chicago Police Department to solve crimes.",https://image.tmdb.org/t/p/original//zspyArCSKZj8bykYUdNYdhQBirI.jpg,1527,
79,Star Trek: Voyager,checked,1995-01-16,40.622,US,"Sci-Fi & Fantasy,Drama,Action & Adventure",,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",https://image.tmdb.org/t/p/original//5iROn4oot6R0kkpWD6oJdHB15ZU.jpg,1855,
80,Sliders,checked,1995-03-22,34.141,US,"Action & Adventure,Sci-Fi & Fantasy",,"In his basement in San Francisco, boy-genius Quinn Mallory unlocks the doorway to an infinite number of Earths. During a test run, Quinn invites co-worker Wade Wells and his teacher Professor Maximillian Arturo to see his new invention. But an increase in power and an early departure leave all three, plus a washed-up soul singer named Rembrandt ""Crying Man"" Brown, lost in a parallel world. Now they must ""slide"" from world to world, not only adapting to their changing surroundings, but also trying to get back to their world. Will they ever make it home?",https://image.tmdb.org/t/p/original//sOdviXHIiJjHYWX3zXeEjQIY8j2.jpg,1649,
81,Neon Genesis Evangelion,checked,1995-10-04,30.021,JP,"Animation,Drama,Sci-Fi & Fantasy",,"At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.",https://image.tmdb.org/t/p/original//y2ah9t0navXyIvoHg1uIbIHO3tt.jpg,890,
82,The Outer Limits,checked,1995-03-26,17.634,CA,"Drama,Sci-Fi & Fantasy",,"The Outer Limits is an anthology series of distinct story episodes, sometimes with a plot twist at the end. Unlike the original incarnation of the series, which was a pure anthology with each episode completely unrelated to the others, the revival series maintained an anthology format, but occasionally featured recurring story elements that were often tied together during season-finale clip shows.",https://image.tmdb.org/t/p/original//7THBbpanw7cgFwYBlNjekHsBov3.jpg,21561,
83,Hollyoaks,checked,1995-10-23,17.445,GB,Soap,,"The daily soap that follows the loves, lives and misdemeanours of a group of people living in the Chester village of Hollyoaks where anything could, and frequently does, happen...",https://image.tmdb.org/t/p/original//5sbMgcbpzZn8aKETeanrKDANzdM.jpg,966,
84,"Sabrina, the Teenage Witch",checked,1996-09-27,33.701,US,"Comedy,Family,Sci-Fi & Fantasy",,"On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",https://image.tmdb.org/t/p/original//nNhj3coHNVVJPVM7fm5PEYVTCMO.jpg,605,
85,Millennium,checked,1996-10-25,17.117,CA,"Crime,Drama,Mystery",,"A retired FBI serial-profiler joins the mysterious Millennium Group, a team of underground ex-law enforcement experts dedicated to fighting against the ever-growing forces of evil and darkness in the world.",https://image.tmdb.org/t/p/original//qi69yoYHNL30Mznult8mQc2dngu.jpg,4330,
86,South Park,checked,1997-08-13,81.04,US,"Animation,Comedy",,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",https://image.tmdb.org/t/p/original//9BvRze9keEyTzB6ewmDvjzFGYuG.jpg,2190,
87,Stargate SG-1,checked,1997-07-27,68.686,CA,"Action & Adventure,Sci-Fi & Fantasy",,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",https://image.tmdb.org/t/p/original//rst5xc4f7v1KiDiQjzDiZqLtBpl.jpg,4629,
88,The New Batman Adventures,checked,1997-09-20,18.411,US,"Animation,Mystery,Action & Adventure",,"The New Batman Adventures is a continuation of the acclaimed Batman: The Animated Series. Stories in this series tend to give more focus to Batman's supporting cast, which include fellow crimefighters Robin, Nightwing, and Batgirl, among others. The show also features guest stars such as Supergirl, Etrigan, and The Creeper; characters who would later appear with Batman in Justice League and Justice League Unlimited.",https://image.tmdb.org/t/p/original//s40Ji11SBKaEYDgJmDc0ifklM59.jpg,4625,
